house_id,amenity_id,amenity_name,description
348,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
348,9,Home Office,A dedicated home office space for remote work or study.
348,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
348,11,Security System,An advanced security system to keep your home safe and secure.
349,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
349,15,Laundry Room,A convenient laundry room with washer and dryer.
350,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
350,2,Garage,A spacious garage for secure vehicle parking and storage.
350,9,Home Office,A dedicated home office space for remote work or study.
350,15,Laundry Room,A convenient laundry room with washer and dryer.
351,9,Home Office,A dedicated home office space for remote work or study.
351,2,Garage,A spacious garage for secure vehicle parking and storage.
351,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
351,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
352,2,Garage,A spacious garage for secure vehicle parking and storage.
352,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
352,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
353,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
353,15,Laundry Room,A convenient laundry room with washer and dryer.
353,13,Hardwood Floors,Elegant hardwood floors throughout the home.
353,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
354,13,Hardwood Floors,Elegant hardwood floors throughout the home.
354,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
354,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
354,11,Security System,An advanced security system to keep your home safe and secure.
354,10,Gym,A home gym equipped with various exercise machines and weights.
355,11,Security System,An advanced security system to keep your home safe and secure.
355,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
356,2,Garage,A spacious garage for secure vehicle parking and storage.
356,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
356,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
357,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
357,14,Walk-in Closet,A spacious walk-in closet with plenty of storage for clothing and accessories.
358,11,Security System,An advanced security system to keep your home safe and secure.
358,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
358,15,Laundry Room,A convenient laundry room with washer and dryer.
359,2,Garage,A spacious garage for secure vehicle parking and storage.
359,10,Gym,A home gym equipped with various exercise machines and weights.
359,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
360,13,Hardwood Floors,Elegant hardwood floors throughout the home.
360,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
361,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
361,13,Hardwood Floors,Elegant hardwood floors throughout the home.
361,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
362,7,Basement,A large basement that can be used for storage or additional living space.
362,15,Laundry Room,A convenient laundry room with washer and dryer.
362,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
362,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
362,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
363,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
363,9,Home Office,A dedicated home office space for remote work or study.
363,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
364,9,Home Office,A dedicated home office space for remote work or study.
364,13,Hardwood Floors,Elegant hardwood floors throughout the home.
364,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
365,13,Hardwood Floors,Elegant hardwood floors throughout the home.
365,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
366,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
366,2,Garage,A spacious garage for secure vehicle parking and storage.
366,7,Basement,A large basement that can be used for storage or additional living space.
367,9,Home Office,A dedicated home office space for remote work or study.
367,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
367,11,Security System,An advanced security system to keep your home safe and secure.
367,7,Basement,A large basement that can be used for storage or additional living space.
368,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
369,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
369,10,Gym,A home gym equipped with various exercise machines and weights.
369,15,Laundry Room,A convenient laundry room with washer and dryer.
370,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
371,9,Home Office,A dedicated home office space for remote work or study.
371,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
371,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
371,10,Gym,A home gym equipped with various exercise machines and weights.
371,2,Garage,A spacious garage for secure vehicle parking and storage.
372,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
372,11,Security System,An advanced security system to keep your home safe and secure.
372,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
372,9,Home Office,A dedicated home office space for remote work or study.
373,15,Laundry Room,A convenient laundry room with washer and dryer.
374,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
375,8,Solar Panels,Eco-friendly solar panels that help reduce energy costs.
376,9,Home Office,A dedicated home office space for remote work or study.
376,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
376,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
376,4,Fireplace,A cozy fireplace to keep you warm during the winter months.
376,10,Gym,A home gym equipped with various exercise machines and weights.
377,13,Hardwood Floors,Elegant hardwood floors throughout the home.
378,5,Air Conditioning,Central air conditioning to keep the home cool during hot weather.
378,11,Security System,An advanced security system to keep your home safe and secure.
378,9,Home Office,A dedicated home office space for remote work or study.
378,7,Basement,A large basement that can be used for storage or additional living space.
379,6,Balcony,"A private balcony with a view, perfect for enjoying fresh air."
379,2,Garage,A spacious garage for secure vehicle parking and storage.
379,15,Laundry Room,A convenient laundry room with washer and dryer.
379,7,Basement,A large basement that can be used for storage or additional living space.
379,13,Hardwood Floors,Elegant hardwood floors throughout the home.
380,1,Swimming Pool,A luxurious swimming pool for relaxation and recreation.
381,12,Smart Home Features,Smart home features including automated lighting and thermostats.
381,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
382,3,Garden,"A beautiful garden area with plants, flowers, and outdoor seating."
382,13,Hardwood Floors,Elegant hardwood floors throughout the home.
